First_pokemon,Second_pokemon,Winner,#,Num_of_Wins,Total_battles,Win_rate
61,41,61,39695,,,
134,487,487,39696,,,
72,512,512,39697,,,
179,553,553,39698,,,
116,261,261,39699,,,
260,338,260,39700,,,
616,699,699,39701,,,
762,486,486,39702,,,
668,453,453,39703,,,
351,309,309,39704,,,
476,452,476,39705,,,
360,301,301,39706,,,
585,104,585,39707,,,
210,361,361,39708,,,
486,485,486,39709,,,
580,755,580,39710,,,
532,76,532,39711,,,
358,645,358,39712,,,
261,243,261,39713,,,
386,278,278,39714,,,
511,476,476,39715,,,
647,473,473,39716,,,
318,569,569,39717,,,
535,9,9,39718,,,
647,230,230,39719,,,
70,130,70,39720,,,
171,197,171,39721,,,
284,513,513,39722,,,
230,254,254,39723,,,
643,724,724,39724,,,
190,481,481,39725,,,
281,656,656,39726,,,
52,272,272,39727,,,
364,327,364,39728,,,
673,394,394,39729,,,
723,330,723,39730,,,
130,673,130,39731,,,
341,114,114,39732,,,
649,340,340,39733,,,
137,13,137,39734,,,
702,794,702,39735,,,
604,306,306,39736,,,
208,212,212,39737,,,
496,591,496,39738,,,
437,259,259,39739,,,
477,11,477,39740,,,
736,307,307,39741,,,
26,160,26,39742,,,
691,585,691,39743,,,
712,328,712,39744,,,
139,225,139,39745,,,
390,204,204,39746,,,
610,59,59,39747,,,
679,317,317,39748,,,
174,343,343,39749,,,
80,49,80,39750,,,
19,755,19,39751,,,
599,581,581,39752,,,
391,695,391,39753,,,
450,433,450,39754,,,
415,489,415,39755,,,
537,237,537,39756,,,
793,366,793,39757,,,
43,156,156,39758,,,
711,551,551,39759,,,
141,223,223,39760,,,
323,206,206,39761,,,
31,416,31,39762,,,
577,635,635,39763,,,
686,338,338,39764,,,
351,348,348,39765,,,
123,272,272,39766,,,
742,697,697,39767,,,
173,490,490,39768,,,
632,773,773,39769,,,
756,705,705,39770,,,
317,245,245,39771,,,
400,344,344,39772,,,
391,441,441,39773,,,
515,546,546,39774,,,
604,43,43,39775,,,
375,133,133,39776,,,
405,790,405,39777,,,
518,357,518,39778,,,
317,219,219,39779,,,
761,383,383,39780,,,
59,373,59,39781,,,
152,400,152,39782,,,
450,639,450,39783,,,
770,195,770,39784,,,
632,698,632,39785,,,
623,70,70,39786,,,
415,365,365,39787,,,
281,141,141,39788,,,
653,55,55,39789,,,
387,108,108,39790,,,
637,588,588,39791,,,
232,555,232,39792,,,
163,720,163,39793,,,
657,297,657,39794,,,
290,81,81,39795,,,
6,170,6,39796,,,
257,674,674,39797,,,
584,692,692,39798,,,
746,103,103,39799,,,
613,710,710,39800,,,
308,125,125,39801,,,
299,4,4,39802,,,
733,561,561,39803,,,
81,159,159,39804,,,
189,466,466,39805,,,
435,8,8,39806,,,
193,544,544,39807,,,
612,70,70,39808,,,
476,54,476,39809,,,
549,445,549,39810,,,
477,150,477,39811,,,
481,270,481,39812,,,
586,576,576,39813,,,
11,130,130,39814,,,
108,5,108,39815,,,
120,75,75,39816,,,
252,570,570,39817,,,
217,714,714,39818,,,
195,118,195,39819,,,
423,531,531,39820,,,
754,660,754,39821,,,
726,731,726,39822,,,
376,708,708,39823,,,
109,430,430,39824,,,
165,190,165,39825,,,
703,307,703,39826,,,
601,532,532,39827,,,
713,759,713,39828,,,
721,598,598,39829,,,
65,724,724,39830,,,
463,233,233,39831,,,
328,736,736,39832,,,
81,295,295,39833,,,
699,648,699,39834,,,
502,128,502,39835,,,
376,411,376,39836,,,
174,287,287,39837,,,
178,248,248,39838,,,
786,520,786,39839,,,
156,298,298,39840,,,
223,346,223,39841,,,
793,746,793,39842,,,
259,717,717,39843,,,
527,9,9,39844,,,
97,689,689,39845,,,
141,120,141,39846,,,
636,600,600,39847,,,
667,389,667,39848,,,
439,385,385,39849,,,
219,785,785,39850,,,
502,143,502,39851,,,
444,156,444,39852,,,
547,4,547,39853,,,
325,362,362,39854,,,
292,706,706,39855,,,
281,350,350,39856,,,
719,346,346,39857,,,
77,523,523,39858,,,
84,596,84,39859,,,
63,758,63,39860,,,
93,515,93,39861,,,
493,599,493,39862,,,
709,182,709,39863,,,
379,126,126,39864,,,
334,570,570,39865,,,
230,638,230,39866,,,
208,523,523,39867,,,
599,772,772,39868,,,
649,686,649,39869,,,
685,380,380,39870,,,
647,523,647,39871,,,
326,676,326,39872,,,
138,613,138,39873,,,
788,347,347,39874,,,
464,38,38,39875,,,
11,734,11,39876,,,
313,64,313,39877,,,
638,131,131,39878,,,
580,668,580,39879,,,
104,381,381,39880,,,
323,695,323,39881,,,
349,720,349,39882,,,
246,351,246,39883,,,
494,493,494,39884,,,
716,386,386,39885,,,
503,784,503,39886,,,
657,377,377,39887,,,
142,228,228,39888,,,
400,698,698,39889,,,
648,473,473,39890,,,
457,738,738,39891,,,
295,644,295,39892,,,
315,511,511,39893,,,
427,304,427,39894,,,
378,325,325,39895,,,
138,217,138,39896,,,
514,763,514,39897,,,
113,584,113,39898,,,
754,781,781,39899,,,
145,742,742,39900,,,
354,264,264,39901,,,
410,513,513,39902,,,
166,271,166,39903,,,
747,653,653,39904,,,
754,52,754,39905,,,
444,287,444,39906,,,
427,651,427,39907,,,
410,10,410,39908,,,
441,150,441,39909,,,
212,247,247,39910,,,
355,316,316,39911,,,
127,570,570,39912,,,
184,242,184,39913,,,
486,753,486,39914,,,
128,609,128,39915,,,
598,674,674,39916,,,
307,752,307,39917,,,
517,241,517,39918,,,
736,298,736,39919,,,
7,681,7,39920,,,
350,30,350,39921,,,
97,58,97,39922,,,
770,378,770,39923,,,
56,65,65,39924,,,
199,3,3,39925,,,
510,323,510,39926,,,
468,393,393,39927,,,
668,760,760,39928,,,
196,729,729,39929,,,
298,580,580,39930,,,
99,319,99,39931,,,
227,501,501,39932,,,
510,162,162,39933,,,
135,482,135,39934,,,
581,595,581,39935,,,
698,632,632,39936,,,
314,242,314,39937,,,
359,398,398,39938,,,
271,311,271,39939,,,
466,699,699,39940,,,
751,213,213,39941,,,
758,459,758,39942,,,
60,509,60,39943,,,
111,247,247,39944,,,
224,727,727,39945,,,
306,22,306,39946,,,
340,788,340,39947,,,
442,463,463,39948,,,
599,175,175,39949,,,
114,454,454,39950,,,
676,766,766,39951,,,
525,6,6,39952,,,
284,25,25,39953,,,
341,218,341,39954,,,
592,110,110,39955,,,
646,758,646,39956,,,
449,425,425,39957,,,
221,138,138,39958,,,
298,759,298,39959,,,
422,285,422,39960,,,
597,103,103,39961,,,
357,374,357,39962,,,
154,333,333,39963,,,
486,548,548,39964,,,
625,522,522,39965,,,
767,574,574,39966,,,
486,624,486,39967,,,
745,251,745,39968,,,
124,638,124,39969,,,
124,567,124,39970,,,
730,321,730,39971,,,
157,449,157,39972,,,
53,106,106,39973,,,
429,542,429,39974,,,
277,200,200,39975,,,
723,24,24,39976,,,
579,224,579,39977,,,
508,77,508,39978,,,
26,448,26,39979,,,
3,123,3,39980,,,
447,433,433,39981,,,
400,773,773,39982,,,
64,439,64,39983,,,
285,577,285,39984,,,
351,269,269,39985,,,
353,215,353,39986,,,
309,38,309,39987,,,
59,132,59,39988,,,
113,753,113,39989,,,
124,705,705,39990,,,
707,121,707,39991,,,
369,643,643,39992,,,
547,278,547,39993,,,
161,767,161,39994,,,
529,284,284,39995,,,
153,197,153,39996,,,
489,660,660,39997,,,
588,246,588,39998,,,
211,774,774,39999,,,
544,666,544,40000,,,
4,286,4,40001,,,
559,599,559,40002,,,
499,198,499,40003,,,
52,80,80,40004,,,
461,209,209,40005,,,
651,283,283,40006,,,
114,433,114,40007,,,
73,28,28,40008,,,
15,550,550,40009,,,
586,137,137,40010,,,
490,394,394,40011,,,
410,400,410,40012,,,
470,206,206,40013,,,
230,708,708,40014,,,
585,325,585,40015,,,
506,791,791,40016,,,
438,444,438,40017,,,
574,380,574,40018,,,
482,394,394,40019,,,
512,500,500,40020,,,
80,594,80,40021,,,
99,151,99,40022,,,
652,745,745,40023,,,
594,269,269,40024,,,
116,30,30,40025,,,
110,133,110,40026,,,
116,463,116,40027,,,
319,437,437,40028,,,
89,149,89,40029,,,
781,372,372,40030,,,
667,488,667,40031,,,
705,321,705,40032,,,
583,160,583,40033,,,
550,42,550,40034,,,
649,1,649,40035,,,
570,506,570,40036,,,
772,510,772,40037,,,
481,688,481,40038,,,
674,195,674,40039,,,
102,455,102,40040,,,
231,297,297,40041,,,
364,117,364,40042,,,
93,767,93,40043,,,
178,199,178,40044,,,
370,763,370,40045,,,
2,647,647,40046,,,
774,614,614,40047,,,
73,599,599,40048,,,
433,415,415,40049,,,
752,748,748,40050,,,
411,778,778,40051,,,
715,575,715,40052,,,
190,143,143,40053,,,
140,509,140,40054,,,
189,20,20,40055,,,
190,475,475,40056,,,
367,566,367,40057,,,
568,423,423,40058,,,
11,592,11,40059,,,
342,360,360,40060,,,
480,721,480,40061,,,
598,263,263,40062,,,
35,222,222,40063,,,
329,450,450,40064,,,
193,67,193,40065,,,
264,378,264,40066,,,
576,510,576,40067,,,
342,2,342,40068,,,
135,87,135,40069,,,
182,591,591,40070,,,
206,781,781,40071,,,
106,180,106,40072,,,
31,18,31,40073,,,
622,426,426,40074,,,
107,636,107,40075,,,
267,344,344,40076,,,
474,717,717,40077,,,
494,409,409,40078,,,
588,392,588,40079,,,
613,193,193,40080,,,
511,48,48,40081,,,
140,1,1,40082,,,
755,191,755,40083,,,
714,296,714,40084,,,
535,228,535,40085,,,
31,232,31,40086,,,
426,36,426,40087,,,
559,359,359,40088,,,
526,370,526,40089,,,
541,688,541,40090,,,
594,549,549,40091,,,
274,334,334,40092,,,
470,29,29,40093,,,
251,296,296,40094,,,
570,58,570,40095,,,
75,742,742,40096,,,
597,326,326,40097,,,
170,189,170,40098,,,
422,52,422,40099,,,
454,242,242,40100,,,
575,480,480,40101,,,
532,328,328,40102,,,
378,143,143,40103,,,
70,654,654,40104,,,
351,167,351,40105,,,
587,149,587,40106,,,
185,201,185,40107,,,
41,212,212,40108,,,
480,288,288,40109,,,
367,278,367,40110,,,
59,394,394,40111,,,
146,465,465,40112,,,
13,729,729,40113,,,
686,467,467,40114,,,
587,605,587,40115,,,
221,330,330,40116,,,
460,601,601,40117,,,
94,191,94,40118,,,
580,389,389,40119,,,
633,532,532,40120,,,
365,476,476,40121,,,
11,686,686,40122,,,
552,768,552,40123,,,
171,462,171,40124,,,
797,73,797,40125,,,
390,413,413,40126,,,
464,538,538,40127,,,
339,739,339,40128,,,
670,486,670,40129,,,
693,435,693,40130,,,
204,336,336,40131,,,
470,157,157,40132,,,
541,398,398,40133,,,
781,595,781,40134,,,
577,770,770,40135,,,
176,330,330,40136,,,
455,654,654,40137,,,
446,376,446,40138,,,
721,582,582,40139,,,
113,308,308,40140,,,
567,656,656,40141,,,
225,695,695,40142,,,
732,423,732,40143,,,
123,631,631,40144,,,
284,200,284,40145,,,
772,407,772,40146,,,
793,613,793,40147,,,
377,291,377,40148,,,
14,579,14,40149,,,
274,179,274,40150,,,
187,442,442,40151,,,
746,54,746,40152,,,
654,583,583,40153,,,
347,206,206,40154,,,
268,86,268,40155,,,
744,228,228,40156,,,
486,466,466,40157,,,
89,501,501,40158,,,
616,273,616,40159,,,
711,36,711,40160,,,
65,284,65,40161,,,
634,728,634,40162,,,
662,752,752,40163,,,
672,494,494,40164,,,
315,755,755,40165,,,
737,340,340,40166,,,
334,735,735,40167,,,
524,696,524,40168,,,
397,233,397,40169,,,
438,182,438,40170,,,
15,438,438,40171,,,
630,563,563,40172,,,
508,709,709,40173,,,
377,205,205,40174,,,
457,464,464,40175,,,
420,616,420,40176,,,
274,453,274,40177,,,
190,32,32,40178,,,
285,11,11,40179,,,
102,692,102,40180,,,
260,785,785,40181,,,
260,783,260,40182,,,
582,380,582,40183,,,
74,165,165,40184,,,
110,271,110,40185,,,
38,570,570,40186,,,
724,179,724,40187,,,
481,195,481,40188,,,
7,189,7,40189,,,
631,163,163,40190,,,
357,415,357,40191,,,
695,333,333,40192,,,
456,178,178,40193,,,
787,459,787,40194,,,
684,452,452,40195,,,
727,394,727,40196,,,
173,159,159,40197,,,
679,431,679,40198,,,
539,98,539,40199,,,
718,271,718,40200,,,
172,729,172,40201,,,
164,29,164,40202,,,
439,757,757,40203,,,
388,72,388,40204,,,
163,768,163,40205,,,
231,275,275,40206,,,
334,335,335,40207,,,
32,254,32,40208,,,
743,162,162,40209,,,
123,323,123,40210,,,
132,137,132,40211,,,
260,551,551,40212,,,
193,530,193,40213,,,
512,433,433,40214,,,
262,91,91,40215,,,
79,267,79,40216,,,
166,324,166,40217,,,
588,265,588,40218,,,
112,405,405,40219,,,
288,692,288,40220,,,
662,303,303,40221,,,
189,543,543,40222,,,
789,269,269,40223,,,
461,640,461,40224,,,
448,170,170,40225,,,
60,406,406,40226,,,
64,173,64,40227,,,
503,367,503,40228,,,
484,443,484,40229,,,
378,747,747,40230,,,
497,694,694,40231,,,
633,257,633,40232,,,
110,800,110,40233,,,
202,500,202,40234,,,
349,258,349,40235,,,
453,774,453,40236,,,
161,42,42,40237,,,
318,574,574,40238,,,
589,155,155,40239,,,
273,85,85,40240,,,
614,705,614,40241,,,
58,750,750,40242,,,
255,338,255,40243,,,
552,793,552,40244,,,
251,693,693,40245,,,
310,130,310,40246,,,
232,21,232,40247,,,
271,100,271,40248,,,
49,597,597,40249,,,
256,340,340,40250,,,
19,360,19,40251,,,
307,330,307,40252,,,
60,496,496,40253,,,
312,245,245,40254,,,
244,569,244,40255,,,
721,477,477,40256,,,
672,373,373,40257,,,
470,44,44,40258,,,
330,26,26,40259,,,
215,420,420,40260,,,
706,180,706,40261,,,
23,192,23,40262,,,
295,526,526,40263,,,
290,31,31,40264,,,
764,790,764,40265,,,
746,779,746,40266,,,
288,407,288,40267,,,
325,664,664,40268,,,
22,244,244,40269,,,
156,152,152,40270,,,
81,85,85,40271,,,
138,98,138,40272,,,
318,361,361,40273,,,
720,737,737,40274,,,
697,199,199,40275,,,
683,109,683,40276,,,
780,741,780,40277,,,
139,497,139,40278,,,
569,528,569,40279,,,
571,99,99,40280,,,
709,765,709,40281,,,
722,696,722,40282,,,
283,30,30,40283,,,
249,40,249,40284,,,
742,523,742,40285,,,
476,52,476,40286,,,
99,140,140,40287,,,
295,176,295,40288,,,
692,765,692,40289,,,
212,514,212,40290,,,
157,587,157,40291,,,
622,373,373,40292,,,
375,708,708,40293,,,
788,217,788,40294,,,
627,286,286,40295,,,
450,641,450,40296,,,
722,768,768,40297,,,
623,390,623,40298,,,
60,544,544,40299,,,
17,707,707,40300,,,
553,228,553,40301,,,
50,578,50,40302,,,
267,291,291,40303,,,
172,93,93,40304,,,
715,379,715,40305,,,
376,317,376,40306,,,
656,541,541,40307,,,
283,137,137,40308,,,
126,280,280,40309,,,
714,592,714,40310,,,
426,329,426,40311,,,
601,792,792,40312,,,
496,340,496,40313,,,
696,252,696,40314,,,
213,698,213,40315,,,
628,615,628,40316,,,
724,524,724,40317,,,
69,76,76,40318,,,
439,793,793,40319,,,
449,201,449,40320,,,
116,320,116,40321,,,
733,501,501,40322,,,
163,455,163,40323,,,
255,209,209,40324,,,
645,312,645,40325,,,
604,59,59,40326,,,
186,117,186,40327,,,
368,298,368,40328,,,
766,15,766,40329,,,
682,169,682,40330,,,
36,762,36,40331,,,
733,650,650,40332,,,
381,57,57,40333,,,
146,482,146,40334,,,
381,228,228,40335,,,
319,372,372,40336,,,
597,462,462,40337,,,
329,245,245,40338,,,
573,605,573,40339,,,
650,454,650,40340,,,
386,91,91,40341,,,
165,511,165,40342,,,
632,257,257,40343,,,
333,256,333,40344,,,
527,5,527,40345,,,
391,199,391,40346,,,
84,264,264,40347,,,
656,147,147,40348,,,
622,719,622,40349,,,
794,44,44,40350,,,
179,374,179,40351,,,
517,385,517,40352,,,
587,715,715,40353,,,
415,246,246,40354,,,
138,693,138,40355,,,
29,532,532,40356,,,
775,607,607,40357,,,
273,624,273,40358,,,
767,714,714,40359,,,
370,274,274,40360,,,
735,638,735,40361,,,
567,16,16,40362,,,
15,407,407,40363,,,
290,465,465,40364,,,
389,387,387,40365,,,
792,520,792,40366,,,
198,84,84,40367,,,
159,201,159,40368,,,
155,582,155,40369,,,
739,482,739,40370,,,
606,684,606,40371,,,
318,111,111,40372,,,
549,475,549,40373,,,
146,105,146,40374,,,
432,282,432,40375,,,
168,312,168,40376,,,
799,691,691,40377,,,
487,708,708,40378,,,
89,201,89,40379,,,
358,228,228,40380,,,
79,172,172,40381,,,
637,561,637,40382,,,
799,506,799,40383,,,
43,131,131,40384,,,
381,720,720,40385,,,
498,107,498,40386,,,
729,244,244,40387,,,
302,723,302,40388,,,
206,412,206,40389,,,
621,58,58,40390,,,
111,683,683,40391,,,
793,155,155,40392,,,
547,697,697,40393,,,
568,736,568,40394,,,
85,227,85,40395,,,
168,387,387,40396,,,
71,633,633,40397,,,
548,594,548,40398,,,
478,524,478,40399,,,
697,209,697,40400,,,
45,739,739,40401,,,
458,555,555,40402,,,
268,113,268,40403,,,
701,161,701,40404,,,
185,111,185,40405,,,
289,211,211,40406,,,
302,97,97,40407,,,
583,181,583,40408,,,
755,748,748,40409,,,
256,181,181,40410,,,
221,29,29,40411,,,
486,182,486,40412,,,
548,124,124,40413,,,
756,675,756,40414,,,
772,255,772,40415,,,
247,97,247,40416,,,
349,490,349,40417,,,
332,620,620,40418,,,
165,490,165,40419,,,
494,267,494,40420,,,
25,348,25,40421,,,
566,158,158,40422,,,
475,757,475,40423,,,
680,291,291,40424,,,
240,622,622,40425,,,
91,76,91,40426,,,
669,635,635,40427,,,
140,379,379,40428,,,
597,406,406,40429,,,
112,458,112,40430,,,
27,105,27,40431,,,
255,227,227,40432,,,
697,558,697,40433,,,
52,434,434,40434,,,
23,593,23,40435,,,
143,770,143,40436,,,
268,541,541,40437,,,
300,536,536,40438,,,
605,581,581,40439,,,
132,294,132,40440,,,
53,474,474,40441,,,
115,149,115,40442,,,
687,228,228,40443,,,
205,252,205,40444,,,
418,629,629,40445,,,
631,460,631,40446,,,
792,143,792,40447,,,
435,120,435,40448,,,
115,240,115,40449,,,
325,599,325,40450,,,
566,13,13,40451,,,
374,743,743,40452,,,
545,667,545,40453,,,
145,543,543,40454,,,
391,121,391,40455,,,
559,506,559,40456,,,
497,248,248,40457,,,
570,111,570,40458,,,
487,599,599,40459,,,
503,186,503,40460,,,
304,597,597,40461,,,
136,128,136,40462,,,
170,429,429,40463,,,
277,677,677,40464,,,
762,171,171,40465,,,
323,298,298,40466,,,
414,578,414,40467,,,
394,189,394,40468,,,
494,528,528,40469,,,
248,320,248,40470,,,
108,159,159,40471,,,
332,446,446,40472,,,
506,659,506,40473,,,
259,784,259,40474,,,
67,309,67,40475,,,
431,267,431,40476,,,
645,631,631,40477,,,
186,185,185,40478,,,
312,239,239,40479,,,
200,100,100,40480,,,
626,212,212,40481,,,
416,291,291,40482,,,
725,561,725,40483,,,
226,230,230,40484,,,
394,106,394,40485,,,
346,531,531,40486,,,
500,760,760,40487,,,
163,154,154,40488,,,
582,317,317,40489,,,
18,742,742,40490,,,
741,412,741,40491,,,
347,784,347,40492,,,
385,167,167,40493,,,
61,641,61,40494,,,
217,516,217,40495,,,
586,248,248,40496,,,
622,215,622,40497,,,
270,368,270,40498,,,
750,642,642,40499,,,
512,800,800,40500,,,
298,790,298,40501,,,
269,19,19,40502,,,
167,274,274,40503,,,
247,656,656,40504,,,
781,700,700,40505,,,
450,77,450,40506,,,
22,28,28,40507,,,
615,177,177,40508,,,
780,107,780,40509,,,
10,301,301,40510,,,
616,107,616,40511,,,
765,502,765,40512,,,
717,16,717,40513,,,
399,381,381,40514,,,
756,480,480,40515,,,
180,491,491,40516,,,
57,714,57,40517,,,
81,708,81,40518,,,
472,213,472,40519,,,
360,19,19,40520,,,
339,375,339,40521,,,
667,745,745,40522,,,
367,701,701,40523,,,
256,358,358,40524,,,
428,319,428,40525,,,
345,60,345,40526,,,
607,678,678,40527,,,
530,525,525,40528,,,
743,251,743,40529,,,
238,433,433,40530,,,
248,653,248,40531,,,
706,721,706,40532,,,
447,297,297,40533,,,
494,244,244,40534,,,
357,765,765,40535,,,
613,697,697,40536,,,
32,58,32,40537,,,
228,617,228,40538,,,
17,570,570,40539,,,
341,571,341,40540,,,
700,65,700,40541,,,
153,579,153,40542,,,
640,767,767,40543,,,
166,504,166,40544,,,
739,214,214,40545,,,
67,548,67,40546,,,
576,360,576,40547,,,
702,323,702,40548,,,
629,717,717,40549,,,
402,761,402,40550,,,
290,388,388,40551,,,
649,305,649,40552,,,
192,561,192,40553,,,
716,388,388,40554,,,
409,630,409,40555,,,
56,706,56,40556,,,
386,796,796,40557,,,
617,521,521,40558,,,
416,31,31,40559,,,
711,797,797,40560,,,
72,675,72,40561,,,
446,453,453,40562,,,
716,671,671,40563,,,
660,693,693,40564,,,
154,684,154,40565,,,
309,99,99,40566,,,
292,672,672,40567,,,
137,431,431,40568,,,
446,586,586,40569,,,
692,778,692,40570,,,
248,670,248,40571,,,
26,773,773,40572,,,
235,116,116,40573,,,
613,59,59,40574,,,
407,414,414,40575,,,
510,300,300,40576,,,
123,526,526,40577,,,
688,512,688,40578,,,
606,168,606,40579,,,
277,49,277,40580,,,
232,471,232,40581,,,
453,692,453,40582,,,
490,147,147,40583,,,
711,790,711,40584,,,
680,57,57,40585,,,
469,651,651,40586,,,
68,216,216,40587,,,
109,545,109,40588,,,
712,295,712,40589,,,
276,502,276,40590,,,
430,530,430,40591,,,
569,221,221,40592,,,
151,110,110,40593,,,
162,795,795,40594,,,
777,664,777,40595,,,
455,122,455,40596,,,
274,307,307,40597,,,
559,179,179,40598,,,
77,189,77,40599,,,
68,438,438,40600,,,
616,699,699,40601,,,
270,582,270,40602,,,
124,283,124,40603,,,
396,401,401,40604,,,
274,181,274,40605,,,
202,164,164,40606,,,
662,171,171,40607,,,
632,314,314,40608,,,
628,733,628,40609,,,
440,634,634,40610,,,
17,501,17,40611,,,
15,35,35,40612,,,
334,707,707,40613,,,
110,401,110,40614,,,
314,526,314,40615,,,
272,366,272,40616,,,
484,715,715,40617,,,
770,676,770,40618,,,
489,303,303,40619,,,
439,409,409,40620,,,
132,614,614,40621,,,
276,359,276,40622,,,
437,778,437,40623,,,
698,176,698,40624,,,
53,451,451,40625,,,
28,563,28,40626,,,
345,315,345,40627,,,
347,668,347,40628,,,
348,631,631,40629,,,
409,52,409,40630,,,
640,626,640,40631,,,
613,45,613,40632,,,
290,418,418,40633,,,
253,688,253,40634,,,
747,409,747,40635,,,
49,204,204,40636,,,
441,679,679,40637,,,
800,62,62,40638,,,
412,72,412,40639,,,
418,259,418,40640,,,
414,359,414,40641,,,
224,458,458,40642,,,
213,79,79,40643,,,
570,527,570,40644,,,
554,292,554,40645,,,
374,280,280,40646,,,
176,602,602,40647,,,
747,773,747,40648,,,
576,239,576,40649,,,
44,360,360,40650,,,
460,745,745,40651,,,
698,3,3,40652,,,
627,498,498,40653,,,
634,504,634,40654,,,
76,772,772,40655,,,
170,349,349,40656,,,
320,698,320,40657,,,
194,550,550,40658,,,
458,108,108,40659,,,
516,158,516,40660,,,
105,251,105,40661,,,
334,162,162,40662,,,
222,758,758,40663,,,
787,369,787,40664,,,
355,121,121,40665,,,
367,677,677,40666,,,
685,120,685,40667,,,
636,631,631,40668,,,
108,592,108,40669,,,
612,398,398,40670,,,
569,118,569,40671,,,
721,548,548,40672,,,
42,548,548,40673,,,
607,518,518,40674,,,
80,19,80,40675,,,
96,235,235,40676,,,
103,595,103,40677,,,
687,763,687,40678,,,
532,101,101,40679,,,
370,607,370,40680,,,
336,441,336,40681,,,
745,87,745,40682,,,
163,8,163,40683,,,
447,60,60,40684,,,
383,298,383,40685,,,
63,580,63,40686,,,
515,484,484,40687,,,
684,250,250,40688,,,
43,764,43,40689,,,
180,643,643,40690,,,
116,83,116,40691,,,
678,333,333,40692,,,
42,548,548,40693,,,
384,194,384,40694,,,
10,605,605,40695,,,
675,262,262,40696,,,
158,449,158,40697,,,
794,487,794,40698,,,
305,756,756,40699,,,
394,443,394,40700,,,
685,517,517,40701,,,
396,10,396,40702,,,
478,667,478,40703,,,
340,304,340,40704,,,
323,348,348,40705,,,
567,406,406,40706,,,
260,110,110,40707,,,
193,102,102,40708,,,
320,326,326,40709,,,
37,569,37,40710,,,
619,580,580,40711,,,
547,194,547,40712,,,
796,329,329,40713,,,
269,307,307,40714,,,
381,610,610,40715,,,
572,296,572,40716,,,
426,278,426,40717,,,
315,689,689,40718,,,
36,210,36,40719,,,
734,167,167,40720,,,
777,721,777,40721,,,
667,449,449,40722,,,
157,539,157,40723,,,
783,478,478,40724,,,
344,547,547,40725,,,
331,679,331,40726,,,
528,463,528,40727,,,
633,445,633,40728,,,
370,207,370,40729,,,
332,172,172,40730,,,
621,364,364,40731,,,
375,737,737,40732,,,
646,627,627,40733,,,
671,342,342,40734,,,
755,561,755,40735,,,
722,180,722,40736,,,
218,131,131,40737,,,
759,767,759,40738,,,
668,748,748,40739,,,
711,450,711,40740,,,
252,709,709,40741,,,
40,667,40,40742,,,
707,702,702,40743,,,
684,685,685,40744,,,
639,440,440,40745,,,
217,551,551,40746,,,
761,323,761,40747,,,
652,207,207,40748,,,
578,723,723,40749,,,
564,776,776,40750,,,
716,320,716,40751,,,
600,749,749,40752,,,
27,660,660,40753,,,
374,292,374,40754,,,
418,307,418,40755,,,
312,752,752,40756,,,
21,221,21,40757,,,
485,400,400,40758,,,
68,717,717,40759,,,
335,437,437,40760,,,
305,477,477,40761,,,
414,42,414,40762,,,
639,293,293,40763,,,
749,228,228,40764,,,
225,190,225,40765,,,
771,366,366,40766,,,
476,398,476,40767,,,
777,623,623,40768,,,
738,294,738,40769,,,
318,176,318,40770,,,
750,504,504,40771,,,
709,540,540,40772,,,
357,760,760,40773,,,
293,589,589,40774,,,
93,215,93,40775,,,
104,416,104,40776,,,
420,257,420,40777,,,
98,56,98,40778,,,
674,244,674,40779,,,
671,622,671,40780,,,
670,285,670,40781,,,
281,498,498,40782,,,
686,544,544,40783,,,
109,258,109,40784,,,
185,754,185,40785,,,
67,130,67,40786,,,
685,548,548,40787,,,
320,141,141,40788,,,
279,29,279,40789,,,
586,420,420,40790,,,
115,798,798,40791,,,
546,88,546,40792,,,
469,42,469,40793,,,
287,26,26,40794,,,
59,174,59,40795,,,
88,561,561,40796,,,
253,372,372,40797,,,
642,199,642,40798,,,
102,257,102,40799,,,
454,574,574,40800,,,
35,212,212,40801,,,
678,170,170,40802,,,
242,130,130,40803,,,
132,504,132,40804,,,
660,713,713,40805,,,
374,158,158,40806,,,
744,138,138,40807,,,
233,609,233,40808,,,
706,293,706,40809,,,
629,278,629,40810,,,
256,295,295,40811,,,
333,113,333,40812,,,
133,570,570,40813,,,
451,575,451,40814,,,
279,673,279,40815,,,
678,530,530,40816,,,
285,695,695,40817,,,
164,660,164,40818,,,
337,81,337,40819,,,
202,356,202,40820,,,
751,254,254,40821,,,
788,498,788,40822,,,
6,254,254,40823,,,
780,47,780,40824,,,
627,131,627,40825,,,
581,751,581,40826,,,
180,711,711,40827,,,
647,646,646,40828,,,
187,213,213,40829,,,
385,493,493,40830,,,
726,653,653,40831,,,
128,167,128,40832,,,
202,668,202,40833,,,
352,395,352,40834,,,
216,548,216,40835,,,
683,675,683,40836,,,
149,760,760,40837,,,
651,609,651,40838,,,
681,186,186,40839,,,
571,549,549,40840,,,
679,549,679,40841,,,
265,324,265,40842,,,
741,214,214,40843,,,
350,550,550,40844,,,
799,72,72,40845,,,
470,305,305,40846,,,
231,75,75,40847,,,
482,797,797,40848,,,
191,99,99,40849,,,
97,703,703,40850,,,
400,784,400,40851,,,
179,82,179,40852,,,
627,421,421,40853,,,
148,134,134,40854,,,
332,346,346,40855,,,
282,463,463,40856,,,
694,400,694,40857,,,
